key,Feature,Description,Gene Name,logFC,adj.P.Val
WT vs MT4,ENSG00000157193,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor",LRP8,0.25,0.67
WT vs MT4,ENSG00000122008,polymerase (DNA directed) kappa,POLK,0.00046,1
WT vs MT4,ENSG00000241685,"actin related protein 2/3 complex, subunit 1A, 41kDa",ARPC1A,0.54,0.2
WT vs MT4,ENSG00000143569,ubiquitin associated protein 2-like,UBAP2L,-0.58,0.041
WT vs MT4,ENSG00000086288,NME/NM23 family member 8,NME8,0.004,1
WT vs MT4,ENSG00000102572,serine/threonine kinase 24,STK24,0.2,0.65
WT vs MT4,ENSG00000262692,"",CTD-3195I5.3,0.14,0.67
WT vs MT4,ENSG00000115414,fibronectin 1,FN1,0.33,0.58
WT vs MT4,ENSG00000089159,paxillin,PXN,-0.062,0.93
WT vs MT4,ENSG00000234684,SDCBP2 antisense RNA 1,SDCBP2-AS1,-0.59,0.13
WT vs MT4,ENSG00000162613,far upstream element (FUSE) binding protein 1,FUBP1,-0.14,0.31
WT vs MT4,ENSG00000137171,kinesin light chain 4,KLC4,0.29,0.56
WT vs MT4,ENSG00000137806,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 1",NDUFAF1,0.066,0.85
WT vs MT4,ENSG00000115970,thyroid adenoma associated,THADA,-0.031,0.99
WT vs MT4,ENSG00000166926,"membrane-spanning 4-domains, subfamily A, member 6E",MS4A6E,-0.59,0.035
WT vs MT4,ENSG00000121481,ring finger protein 2,RNF2,0.11,0.84
WT vs MT4,ENSG00000164626,"potassium channel, subfamily K, member 5",KCNK5,-0.049,0.89
WT vs MT4,ENSG00000160703,NLR family member X1,NLRX1,-0.22,0.35
WT vs MT4,ENSG00000172250,serine hydrolase-like,SERHL,0.51,0.17
WT vs MT4,ENSG00000176809,"leucine rich repeat containing 37, member A3",LRRC37A3,0.042,0.9
WT vs MT4,ENSG00000100979,phospholipid transfer protein,PLTP,0.23,0.65
WT vs MT4,ENSG00000132541,heat-responsive protein 12,HRSP12,-0.073,0.81
WT vs MT4,ENSG00000267565,"",CTC-559E9.8,-0.018,0.98
WT vs MT4,ENSG00000141429,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (GalNAc-T1),GALNT1,-0.21,0.24
WT vs MT4,ENSG00000132716,DDB1 and CUL4 associated factor 8,DCAF8,-0.074,0.83
WT vs MT4,ENSG00000125810,CD93 molecule,CD93,-0.32,0.18
WT vs MT4,ENSG00000189143,claudin 4,CLDN4,0.16,0.63
WT vs MT4,ENSG00000164221,coiled-coil domain containing 112,CCDC112,0.0076,1
WT vs MT4,ENSG00000183386,four and a half LIM domains 3,FHL3,0.05,0.94
WT vs MT4,ENSG00000089693,myeloid leukemia factor 2,MLF2,-0.13,0.5
WT vs MT4,ENSG00000242622,"",RP11-18H7.1,0.0059,1
WT vs MT4,ENSG00000213088,"Duffy blood group, atypical chemokine receptor",DARC,0.17,0.83
WT vs MT4,ENSG00000138172,calcium homeostasis modulator 2,CALHM2,0.24,0.32
WT vs MT4,ENSG00000260735,"",RP11-72I8.1,-0.06,0.77
WT vs MT4,ENSG00000242086,long intergenic non-protein coding RNA 969,LINC00969,-0.11,0.55
WT vs MT4,ENSG00000159921,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,GNE,0.56,0.15
WT vs MT4,ENSG00000243811,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3D",APOBEC3D,0.052,0.93
WT vs MT4,ENSG00000198468,FLVCR1 antisense RNA 1 (head to head),FLVCR1-AS1,-0.038,0.91
WT vs MT4,ENSG00000140326,codanin 1,CDAN1,-0.065,0.84
WT vs MT4,ENSG00000146530,von Willebrand factor D and EGF domains,VWDE,0.14,0.28
WT vs MT4,ENSG00000261337,"",RP11-498D10.5,-0.12,0.36
WT vs MT4,ENSG00000137075,ring finger protein 38,RNF38,0.21,0.36
WT vs MT4,ENSG00000124209,"RAB22A, member RAS oncogene family",RAB22A,0.57,0.049
WT vs MT4,ENSG00000196505,ganglioside induced differentiation associated protein 2,GDAP2,-0.15,0.54
WT vs MT4,ENSG00000083720,3-oxoacid CoA transferase 1,OXCT1,0.16,0.73
WT vs MT4,ENSG00000130511,single stranded DNA binding protein 4,SSBP4,0.2,0.06
WT vs MT4,ENSG00000204842,ataxin 2,ATXN2,0.023,0.93
WT vs MT4,ENSG00000229638,ribosomal protein L4 pseudogene 4,RPL4P4,-0.27,0.35
WT vs MT4,ENSG00000249992,transmembrane protein 158 (gene/pseudogene),TMEM158,-0.04,0.96
WT vs MT4,ENSG00000170545,small cell adhesion glycoprotein,SMAGP,-0.21,0.69
WT vs MT4,ENSG00000177302,topoisomerase (DNA) III alpha,TOP3A,-0.14,0.45
WT vs MT4,ENSG00000261512,"",RP11-46D6.1,0.038,0.94
WT vs MT4,ENSG00000204882,G protein-coupled receptor 20,GPR20,0.047,0.98
WT vs MT4,ENSG00000185986,"succinate dehydrogenase complex, subunit A, flavoprotein pseudogene 3",SDHAP3,-0.26,0.12
WT vs MT4,ENSG00000167085,prohibitin,PHB,-0.048,0.83
WT vs MT4,ENSG00000123810,B9 protein domain 2,B9D2,-0.13,0.44
WT vs MT4,ENSG00000121083,"dynein, light chain, LC8-type 2",DYNLL2,0.45,0.18
WT vs MT4,ENSG00000107560,RAB11 family interacting protein 2 (class I),RAB11FIP2,0.1,0.71
WT vs MT4,ENSG00000265817,fibrinogen silencer binding protein,FSBP,-0.2,0.2
WT vs MT4,ENSG00000073792,insulin-like growth factor 2 mRNA binding protein 2,IGF2BP2,-0.34,0.026
WT vs MT4,ENSG00000112561,transcription factor EB,TFEB,0.22,0.45
WT vs MT4,ENSG00000262180,oculomedin,OCLM,-0.65,0.36
WT vs MT4,ENSG00000116191,Ral GEF with PH domain and SH3 binding motif 2,RALGPS2,-0.54,0.017
WT vs MT4,ENSG00000136153,LIM domain 7,LMO7,-0.19,0.27
WT vs MT4,ENSG00000255753,"",RP11-22B23.2,-0.14,0.84
WT vs MT4,ENSG00000212907,mitochondrially encoded NADH dehydrogenase 4L,MT-ND4L,0.16,0.43
WT vs MT4,ENSG00000176463,"solute carrier organic anion transporter family, member 3A1",SLCO3A1,-0.23,0.031
WT vs MT4,ENSG00000124224,"protein phosphatase 4, regulatory subunit 1-like",PPP4R1L,-0.24,0.69
WT vs MT4,ENSG00000145740,"solute carrier family 30 (zinc transporter), member 5",SLC30A5,-0.026,0.94
WT vs MT4,ENSG00000266869,"",RP6-114E22.1,-0.041,0.89
WT vs MT4,ENSG00000134058,cyclin-dependent kinase 7,CDK7,0.07,0.69
WT vs MT4,ENSG00000136731,UDP-glucose glycoprotein glucosyltransferase 1,UGGT1,-0.057,0.95
WT vs MT4,ENSG00000068654,"polymerase (RNA) I polypeptide A, 194kDa",POLR1A,0.19,0.83
WT vs MT4,ENSG00000189343,ribosomal protein S2 pseudogene 46,RPS2P46,-0.24,0.38
WT vs MT4,ENSG00000174775,Harvey rat sarcoma viral oncogene homolog,HRAS,-0.032,0.9
WT vs MT4,ENSG00000081148,interphotoreceptor matrix proteoglycan 2,IMPG2,-0.22,0.84
WT vs MT4,ENSG00000165392,"Werner syndrome, RecQ helicase-like",WRN,0.62,0.32
WT vs MT4,ENSG00000078081,lysosomal-associated membrane protein 3,LAMP3,-0.002,1
WT vs MT4,ENSG00000153558,F-box and leucine-rich repeat protein 2,FBXL2,-0.16,0.86
WT vs MT4,ENSG00000156411,chromosome 14 open reading frame 2,C14orf2,-0.031,0.98
WT vs MT4,ENSG00000166086,junctional adhesion molecule 3,JAM3,-0.46,0.39
WT vs MT4,ENSG00000168016,tetratricopeptide repeat and ankyrin repeat containing 1,TRANK1,-0.15,0.55
WT vs MT4,ENSG00000088826,spermine oxidase,SMOX,-0.33,0.035
WT vs MT4,ENSG00000121988,"zinc finger, RAN-binding domain containing 3",ZRANB3,0.16,0.77
WT vs MT4,ENSG00000182185,RAD51 paralog B,RAD51B,0.095,0.79
WT vs MT4,ENSG00000164086,dual specificity phosphatase 7,DUSP7,-0.022,0.98
WT vs MT4,ENSG00000196182,serine/threonine kinase 40,STK40,0.17,0.45
WT vs MT4,ENSG00000104047,DTW domain containing 1,DTWD1,-0.36,0.094
WT vs MT4,ENSG00000167637,zinc finger protein 283,ZNF283,-0.071,0.78
WT vs MT4,ENSG00000138002,intraflagellar transport 172 homolog (Chlamydomonas),IFT172,-0.05,0.92
WT vs MT4,ENSG00000134278,spire homolog 1 (Drosophila),SPIRE1,0.017,0.98
WT vs MT4,ENSG00000204380,"",AC005042.4,0.041,0.87
WT vs MT4,ENSG00000180758,G protein-coupled receptor 157,GPR157,0.058,0.89
WT vs MT4,ENSG00000136840,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4",ST6GALNAC4,-0.16,0.13
WT vs MT4,ENSG00000142798,heparan sulfate proteoglycan 2,HSPG2,0.11,0.37
WT vs MT4,ENSG00000151117,transmembrane protein 86A,TMEM86A,0.018,0.94
WT vs MT4,ENSG00000168675,low density lipoprotein receptor class A domain containing 4,LDLRAD4,-0.25,0.65
WT vs MT4,ENSG00000182899,ribosomal protein L35a,RPL35A,0.045,0.89
WT vs MT4,ENSG00000132842,"adaptor-related protein complex 3, beta 1 subunit",AP3B1,0.28,0.89
WT vs MT4,ENSG00000124486,"ubiquitin specific peptidase 9, X-linked",USP9X,-0.18,0.8
WT vs MT4,ENSG00000102760,regulator of cell cycle,RGCC,-0.08,0.93
WT vs MT4,ENSG00000231770,TMEM44 antisense RNA 1,TMEM44-AS1,0.039,0.92
WT vs MT4,ENSG00000065882,"TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1",TBC1D1,0.89,0.33
WT vs MT4,ENSG00000099260,palmdelphin,PALMD,-0.13,0.83
WT vs MT4,ENSG00000006638,thromboxane A2 receptor,TBXA2R,-0.087,0.9
WT vs MT4,ENSG00000136982,DNA replication and sister chromatid cohesion 1,DSCC1,-0.18,0.44
WT vs MT4,ENSG00000178338,zinc finger protein 354B,ZNF354B,-0.11,0.82
WT vs MT4,ENSG00000106080,"FK506 binding protein 14, 22 kDa",FKBP14,-0.26,0.48
WT vs MT4,ENSG00000259848,"",AC097374.2,0.026,0.96
WT vs MT4,ENSG00000149761,nudix (nucleoside diphosphate linked moiety X)-type motif 22,NUDT22,0.28,0.026
WT vs MT4,ENSG00000221883,ariadne homolog 2 opposite strand,ARIH2OS,-0.053,0.94
WT vs MT4,ENSG00000128989,"cAMP-regulated phosphoprotein, 19kDa",ARPP19,0.09,0.84
WT vs MT4,ENSG00000088899,Leucine zipper putative tumor suppressor 3,LZTS3,-0.17,0.9
WT vs MT4,ENSG00000131043,AAR2 splicing factor homolog (S. cerevisiae),AAR2,0.28,0.27
WT vs MT4,ENSG00000123091,ring finger protein 11,RNF11,-0.06,0.85
WT vs MT4,ENSG00000172575,RAS guanyl releasing protein 1 (calcium and DAG-regulated),RASGRP1,-0.25,0.21
WT vs MT4,ENSG00000130844,zinc finger protein 331,ZNF331,-0.27,0.87
WT vs MT4,ENSG00000166750,schlafen family member 5,SLFN5,-0.26,0.66
WT vs MT4,ENSG00000121413,zinc finger and SCAN domain containing 18,ZSCAN18,0.1,0.94
WT vs MT4,ENSG00000102710,suppressor of Ty 20 homolog (S. cerevisiae),SUPT20H,-0.14,0.72
WT vs MT4,ENSG00000146223,ribosomal protein L7-like 1,RPL7L1,0.034,0.93
WT vs MT4,ENSG00000262823,"",RP13-580F15.2,-0.13,0.69
WT vs MT4,ENSG00000225151,"",AC103965.1,0.23,0.31
WT vs MT4,ENSG00000076242,"mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)",MLH1,0.27,0.54
WT vs MT4,ENSG00000105221,v-akt murine thymoma viral oncogene homolog 2,AKT2,0.21,0.74
WT vs MT4,ENSG00000186907,reticulon 4 receptor-like 2,RTN4RL2,-0.73,0.0067
WT vs MT4,ENSG00000165388,zinc finger protein 488,ZNF488,-0.16,0.3
WT vs MT4,ENSG00000143158,mitochondrial pyruvate carrier 2,MPC2,-0.14,0.32
WT vs MT4,ENSG00000189159,hematological and neurological expressed 1,HN1,-0.41,0.38
WT vs MT4,ENSG00000127578,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1",WFIKKN1,-0.2,0.22
WT vs MT4,ENSG00000082126,"membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)",MPP4,-0.37,0.74
WT vs MT4,ENSG00000166889,protein associated with topoisomerase II homolog 1 (yeast),PATL1,0.17,0.76
WT vs MT4,ENSG00000170835,carboxyl ester lipase,CEL,0.16,0.37
WT vs MT4,ENSG00000213398,lecithin-cholesterol acyltransferase,LCAT,0.13,0.66
WT vs MT4,ENSG00000126012,lysine (K)-specific demethylase 5C,KDM5C,0.28,0.39
WT vs MT4,ENSG00000143258,ubiquitin specific peptidase 21,USP21,0.037,0.96
WT vs MT4,ENSG00000167384,zinc finger protein 180,ZNF180,-0.088,0.89
WT vs MT4,ENSG00000141076,"cirrhosis, autosomal recessive 1A (cirhin)",CIRH1A,0.12,0.41
WT vs MT4,ENSG00000133121,StAR-related lipid transfer (START) domain containing 13,STARD13,-0.12,0.6
WT vs MT4,ENSG00000011132,"amyloid beta (A4) precursor protein-binding, family A, member 3",APBA3,-0.0068,1
WT vs MT4,ENSG00000207047,"small nucleolar RNA, C/D box 51",SNORD51,0.087,0.79
WT vs MT4,ENSG00000112667,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,DNPH1,-0.16,0.86
WT vs MT4,ENSG00000118680,"myosin, light chain 12B, regulatory",MYL12B,0.13,0.63
WT vs MT4,ENSG00000139718,SET domain containing 1B,SETD1B,-0.25,0.33
WT vs MT4,ENSG00000089123,"taspase, threonine aspartase, 1",TASP1,0.036,0.92
WT vs MT4,ENSG00000119535,colony stimulating factor 3 receptor (granulocyte),CSF3R,0.22,0.75
WT vs MT4,ENSG00000183208,GDP-D-glucose phosphorylase 1,GDPGP1,-0.22,0.08
WT vs MT4,ENSG00000158555,glycerophosphodiester phosphodiesterase domain containing 5,GDPD5,0.1,0.81
WT vs MT4,ENSG00000214300,speedy/RINGO cell cycle regulator family member E3,SPDYE3,0.077,0.83
WT vs MT4,ENSG00000084754,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",HADHA,-0.57,0.036
WT vs MT4,ENSG00000105519,calcyphosine,CAPS,0.35,0.39
WT vs MT4,ENSG00000165702,growth factor independent 1B transcription repressor,GFI1B,0.059,0.83
WT vs MT4,ENSG00000198833,"ubiquitin-conjugating enzyme E2, J1",UBE2J1,0.18,0.48
WT vs MT4,ENSG00000065883,cyclin-dependent kinase 13,CDK13,-0.2,0.53
WT vs MT4,ENSG00000167925,GH3 domain containing,GHDC,0.27,0.41
WT vs MT4,ENSG00000184990,"SIVA1, apoptosis-inducing factor",SIVA1,0.079,0.69
WT vs MT4,ENSG00000087269,NOP14 nucleolar protein,NOP14,-0.028,0.97
WT vs MT4,ENSG00000169609,chromosome 15 open reading frame 40,C15orf40,0.014,0.98
WT vs MT4,ENSG00000164930,frizzled family receptor 6,FZD6,-0.04,0.87
WT vs MT4,ENSG00000072786,serine/threonine kinase 10,STK10,0.53,0.0036
WT vs MT4,ENSG00000226372,DDB1 and CUL4 associated factor 8-like 1,DCAF8L1,0.055,0.83
WT vs MT4,ENSG00000159086,PAX3 and PAX7 binding protein 1,PAXBP1,0.28,0.73
WT vs MT4,ENSG00000066279,"asp (abnormal spindle) homolog, microcephaly associated (Drosophila)",ASPM,-0.44,0.21
WT vs MT4,ENSG00000204209,death-domain associated protein,DAXX,-0.23,0.38
WT vs MT4,ENSG00000147133,"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa",TAF1,-0.33,0.024
WT vs MT4,ENSG00000186141,polymerase (RNA) III (DNA directed) polypeptide C (62kD),POLR3C,0.35,0.0037
WT vs MT4,ENSG00000127586,"CTF18, chromosome transmission fidelity factor 18 homolog (S. cerevisiae)",CHTF18,0.019,0.98
WT vs MT4,ENSG00000116641,dedicator of cytokinesis 7,DOCK7,-0.34,0.44
WT vs MT4,ENSG00000153214,transmembrane protein 87B,TMEM87B,-0.5,0.56
WT vs MT4,ENSG00000253797,"UTP14, U3 small nucleolar ribonucleoprotein, homolog C (yeast)",UTP14C,0.029,0.98
WT vs MT4,ENSG00000109046,WD repeat and SOCS box containing 1,WSB1,-0.27,0.12
WT vs MT4,ENSG00000115524,"splicing factor 3b, subunit 1, 155kDa",SF3B1,0.65,0.58
WT vs MT4,ENSG00000116793,putative homeodomain transcription factor 1,PHTF1,-0.027,0.97
WT vs MT4,ENSG00000134072,calcium/calmodulin-dependent protein kinase I,CAMK1,-0.088,0.93
WT vs MT4,ENSG00000163686,abhydrolase domain containing 6,ABHD6,0.049,0.83
WT vs MT4,ENSG00000129824,"ribosomal protein S4, Y-linked 1",RPS4Y1,0.064,0.98
WT vs MT4,ENSG00000096872,intraflagellar transport 74 homolog (Chlamydomonas),IFT74,-0.19,0.83
WT vs MT4,ENSG00000164438,T-cell leukemia homeobox 3,TLX3,-0.33,0.4
WT vs MT4,ENSG00000102858,"mahogunin ring finger 1, E3 ubiquitin protein ligase",MGRN1,0.037,0.9
WT vs MT4,ENSG00000267575,"",CTC-459F4.3,0.54,0.0039
WT vs MT4,ENSG00000204536,coiled-coil alpha-helical rod protein 1,CCHCR1,-0.093,0.6
WT vs MT4,ENSG00000142632,Rho guanine nucleotide exchange factor (GEF) 19,ARHGEF19,-0.15,0.2
WT vs MT4,ENSG00000123124,WW domain containing E3 ubiquitin protein ligase 1,WWP1,0.15,0.51
WT vs MT4,ENSG00000112378,"PERP, TP53 apoptosis effector",PERP,0.011,0.98
WT vs MT4,ENSG00000099204,actin binding LIM protein 1,ABLIM1,-0.05,0.79
WT vs MT4,ENSG00000159184,homeobox B13,HOXB13,-0.11,0.49
WT vs MT4,ENSG00000113569,nucleoporin 155kDa,NUP155,0.1,0.58
WT vs MT4,ENSG00000133985,tetratricopeptide repeat domain 9,TTC9,0.051,0.9
WT vs MT4,ENSG00000173715,chromosome 11 open reading frame 80,C11orf80,0.067,0.84
WT vs MT4,ENSG00000203760,centromere protein W,CENPW,0.17,0.65
WT vs MT4,ENSG00000158882,translocase of outer mitochondrial membrane 40 homolog (yeast)-like,TOMM40L,0.29,0.82
WT vs MT4,ENSG00000166349,recombination activating gene 1,RAG1,0.12,0.92
WT vs MT4,ENSG00000261613,"",RP11-20I23.13,0.16,0.4
WT vs MT4,ENSG00000217128,folliculin interacting protein 1,FNIP1,0.46,0.38
WT vs MT4,ENSG00000134874,DAZ interacting zinc finger protein 1,DZIP1,0.072,0.77
WT vs MT4,ENSG00000031691,centromere protein Q,CENPQ,0.3,0.36
WT vs MT4,ENSG00000198131,zinc finger protein 544,ZNF544,0.06,0.84
WT vs MT4,ENSG00000102158,magnesium transporter 1,MAGT1,0.03,0.98
WT vs MT4,ENSG00000111752,polyhomeotic homolog 1 (Drosophila),PHC1,0.15,0.27
WT vs MT4,ENSG00000102226,ubiquitin specific peptidase 11,USP11,0.11,0.83
WT vs MT4,ENSG00000229180,"",GS1-124K5.11,-0.12,0.62
WT vs MT4,ENSG00000173264,G protein-coupled receptor 137,GPR137,0.23,0.73
WT vs MT4,ENSG00000154917,"RAB6B, member RAS oncogene family",RAB6B,-0.13,0.89
WT vs MT4,ENSG00000198730,"CTR9, Paf1/RNA polymerase II complex component",CTR9,0.15,0.85
WT vs MT4,ENSG00000257524,"",RP11-203J24.9,-0.21,0.099
WT vs MT4,ENSG00000135090,TAO kinase 3,TAOK3,0.001,1
WT vs MT4,ENSG00000196132,myelin transcription factor 1,MYT1,-0.015,0.97
WT vs MT4,ENSG00000141294,leucine rich repeat containing 46,LRRC46,0.075,0.87
WT vs MT4,ENSG00000188641,dihydropyrimidine dehydrogenase,DPYD,-0.3,0.87
WT vs MT4,ENSG00000198753,plexin B3,PLXNB3,-0.18,0.45
WT vs MT4,ENSG00000165716,"family with sequence similarity 69, member B",FAM69B,-0.15,0.71
WT vs MT4,ENSG00000204130,RUN and FYVE domain containing 2,RUFY2,0.07,0.89
WT vs MT4,ENSG00000171813,PWWP domain containing 2B,PWWP2B,0.3,0.61
WT vs MT4,ENSG00000115750,"TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa",TAF1B,-0.083,0.6
WT vs MT4,ENSG00000129460,"neuroguidin, EIF4E binding protein",NGDN,0.037,0.89
WT vs MT4,ENSG00000137038,chromosome 9 open reading frame 123,C9orf123,0.23,0.29
WT vs MT4,ENSG00000174780,signal recognition particle 72kDa,SRP72,-0.14,0.89
WT vs MT4,ENSG00000116574,ras homolog family member U,RHOU,-0.34,0.23
WT vs MT4,ENSG00000162783,immediate early response 5,IER5,-0.17,0.37
WT vs MT4,ENSG00000260065,"",CTA-445C9.15,0.029,0.94
WT vs MT4,ENSG00000120057,secreted frizzled-related protein 5,SFRP5,-0.18,0.73
WT vs MT4,ENSG00000255471,"",RP11-736K20.5,-0.091,0.73
WT vs MT4,ENSG00000102287,"gamma-aminobutyric acid (GABA) A receptor, epsilon",GABRE,0.33,0.73
WT vs MT4,ENSG00000168795,zinc finger and BTB domain containing 5,ZBTB5,0.039,0.96
WT vs MT4,ENSG00000021762,oxysterol binding protein-like 5,OSBPL5,0.62,0.49
WT vs MT4,ENSG00000146411,"solute carrier family 2 (facilitated glucose transporter), member 12",SLC2A12,-0.018,0.98
WT vs MT4,ENSG00000215458,"",AP001053.11,-0.11,0.63
WT vs MT4,ENSG00000077782,fibroblast growth factor receptor 1,FGFR1,-0.57,0.12
WT vs MT4,ENSG00000054793,"ATPase, class II, type 9A",ATP9A,0.064,0.95
WT vs MT4,ENSG00000257499,"",RP11-571M6.8,0.054,0.92
WT vs MT4,ENSG00000167106,"family with sequence similarity 102, member A",FAM102A,0.16,0.87
WT vs MT4,ENSG00000266402,"small nucleolar RNA, H/ACA box 76",SNORA76,-0.23,0.75
WT vs MT4,ENSG00000108474,"phosphatidylinositol glycan anchor biosynthesis, class L",PIGL,-0.056,0.87
WT vs MT4,ENSG00000175137,SH3-binding domain protein 5-like,SH3BP5L,-0.31,0.76
WT vs MT4,ENSG00000253276,coiled-coil domain containing 71-like,CCDC71L,0.071,0.96
WT vs MT4,ENSG00000120833,suppressor of cytokine signaling 2,SOCS2,0.18,0.52
WT vs MT4,ENSG00000175322,zinc finger protein 519,ZNF519,-0.58,0.0077
WT vs MT4,ENSG00000089199,chromogranin B (secretogranin 1),CHGB,0.038,0.98
WT vs MT4,ENSG00000262468,"",RP11-95P2.1,-0.033,0.95
WT vs MT4,ENSG00000254415,sialic acid binding Ig-like lectin 14,SIGLEC14,-0.082,0.94
WT vs MT4,ENSG00000106028,"single-stranded DNA binding protein 1, mitochondrial",SSBP1,-0.12,0.9
WT vs MT4,ENSG00000035499,DEP domain containing 1B,DEPDC1B,-0.45,0.65
WT vs MT4,ENSG00000132535,"discs, large homolog 4 (Drosophila)",DLG4,-0.31,0.065
WT vs MT4,ENSG00000164284,"GrpE-like 2, mitochondrial (E. coli)",GRPEL2,0.026,0.98
WT vs MT4,ENSG00000239332,Protein LOC100134259,AC016722.2,0.15,0.6
WT vs MT4,ENSG00000210196,mitochondrially encoded tRNA proline,MT-TP,-0.11,0.8
WT vs MT4,ENSG00000067992,"pyruvate dehydrogenase kinase, isozyme 3",PDK3,0.3,0.47
WT vs MT4,ENSG00000179021,chromosome 3 open reading frame 38,C3orf38,0.14,0.61
WT vs MT4,ENSG00000002822,MAD1 mitotic arrest deficient-like 1 (yeast),MAD1L1,-0.05,0.82
WT vs MT4,ENSG00000196411,EPH receptor B4,EPHB4,0.051,0.9
WT vs MT4,ENSG00000181830,"solute carrier family 35 (GDP-fucose transporter), member C1",SLC35C1,0.51,0.59
WT vs MT4,ENSG00000111676,atrophin 1,ATN1,-0.3,0.12
WT vs MT4,ENSG00000222041,long intergenic non-protein coding RNA 152,LINC00152,0.13,0.73
WT vs MT4,ENSG00000089234,BRCA1 associated protein,BRAP,-0.24,0.2
WT vs MT4,ENSG00000255112,charged multivesicular body protein 1B,CHMP1B,0.036,0.92
WT vs MT4,ENSG00000170325,PR domain containing 10,PRDM10,-0.061,0.9
WT vs MT4,ENSG00000114200,butyrylcholinesterase,BCHE,0.3,0.47
WT vs MT4,ENSG00000140332,"transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila)",TLE3,0.35,0.56
WT vs MT4,ENSG00000197989,small nucleolar RNA host gene 12 (non-protein coding),SNHG12,-0.81,0.19
WT vs MT4,ENSG00000187624,chromosome 17 open reading frame 97,C17orf97,0.25,0.5
WT vs MT4,ENSG00000156110,adenosine kinase,ADK,-0.04,0.87
WT vs MT4,ENSG00000225434,"",RP11-63P12.6,0.016,0.96
WT vs MT4,ENSG00000217648,"",RP1-95L4.4,0.067,0.83
WT vs MT4,ENSG00000134590,"family with sequence similarity 127, member A",FAM127A,-0.055,0.9
WT vs MT4,ENSG00000182154,mitochondrial ribosomal protein L41,MRPL41,-0.088,0.9
WT vs MT4,ENSG00000148832,polyamine oxidase (exo-N4-amino),PAOX,0.63,0.49
WT vs MT4,ENSG00000181450,zinc finger protein 678,ZNF678,-0.25,0.098
WT vs MT4,ENSG00000156671,sterile alpha motif domain containing 8,SAMD8,-0.032,0.98
WT vs MT4,ENSG00000249898,"",CTD-2541M15.1,-0.034,0.93
WT vs MT4,ENSG00000108830,Rho family GTPase 2,RND2,0.2,0.66
WT vs MT4,ENSG00000246898,long intergenic non-protein coding RNA 920,LINC00920,0.026,0.98
WT vs MT4,ENSG00000169228,"RAB24, member RAS oncogene family",RAB24,0.19,0.81
WT vs MT4,ENSG00000082516,gem (nuclear organelle) associated protein 5,GEMIN5,-0.08,0.93
WT vs MT4,ENSG00000176533,"guanine nucleotide binding protein (G protein), gamma 7",GNG7,-0.4,0.4
WT vs MT4,ENSG00000166965,RCC1 domain containing 1,RCCD1,0.067,0.84
WT vs MT4,ENSG00000174718,KIAA1551,KIAA1551,-0.2,0.6
WT vs MT4,ENSG00000254206,"nuclear pore complex interacting protein family, member B11",NPIPB11,0.054,0.87
WT vs MT4,ENSG00000268047,"",AC018766.6,-0.044,0.88
WT vs MT4,ENSG00000198804,mitochondrially encoded cytochrome c oxidase I,MT-CO1,0.19,0.77
WT vs MT4,ENSG00000151465,cell division cycle 123,CDC123,-0.48,0.52
WT vs MT4,ENSG00000176974,serine hydroxymethyltransferase 1 (soluble),SHMT1,0.26,0.39
